"condition","AGI","gears_required","n_eligible_gears_tested","n_gears_supported_strict","n_gears_supported_sugg","n_gears_supported_strict_phase4h","n_gears_rain_strict","n_gears_jtk_strict","n_gears_cos_strict","n_gears_rain_sugg","n_gears_jtk_sugg","n_gears_cos_sugg","phase_est","phase_ref_strict","consensus_rhythmic","consensus_rhythmic_phase","consensus_candidate"
"8L16D","AT1G16480",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G16830",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G17630",2,3,0,1,0,1,0,0,1,1,0,12,NA,FALSE,FALSE,FALSE
"8L16D","AT1G18485",2,3,0,0,0,1,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G18900",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G19290",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G19520",2,3,0,1,0,0,1,0,1,1,0,11,NA,FALSE,FALSE,FALSE
"8L16D","AT1G20230",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G20300",2,3,0,0,0,0,1,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G22770",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G22830",2,3,0,1,0,0,1,0,1,1,0,0,NA,FALSE,FALSE,FALSE
"8L16D","AT1G22960",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G25360",2,3,1,1,1,1,1,0,1,1,0,19,19,FALSE,FALSE,FALSE
"8L16D","AT1G26460",2,3,1,1,1,2,1,0,2,1,1,11,11,FALSE,FALSE,FALSE
"8L16D","AT1G26500",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G26900",2,3,0,0,0,0,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G28020",2,3,0,0,0,0,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G28690",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G29710",2,3,1,1,1,1,1,0,1,1,0,3,3,FALSE,FALSE,FALSE
"8L16D","AT1G30290",2,3,0,0,0,0,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G30610",2,3,0,0,0,0,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G31430",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G31790",2,3,0,0,0,1,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G31840",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G32415",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G33350",2,3,0,1,0,1,0,0,1,1,0,22,NA,FALSE,FALSE,FALSE
"8L16D","AT1G34160",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G43010",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G43980",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G47580",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G50270",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G51965",2,3,0,0,0,1,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G52620",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G52640",2,3,0,1,0,0,0,0,1,1,0,14,NA,FALSE,FALSE,FALSE
"8L16D","AT1G53330",2,3,0,0,0,1,0,0,1,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G53600",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G55630",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G55890",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G56570",2,3,0,1,0,1,0,0,1,1,0,12,NA,FALSE,FALSE,FALSE
"8L16D","AT1G56690",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G59720",2,3,1,1,1,1,1,0,1,1,0,10,10,FALSE,FALSE,FALSE
"8L16D","AT1G60770",2,3,0,1,0,0,0,0,2,1,0,12,NA,FALSE,FALSE,FALSE
"8L16D","AT1G61870",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G62260",2,3,0,0,0,0,1,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G62350",2,3,1,1,1,1,1,0,1,1,0,24,24,FALSE,FALSE,FALSE
"8L16D","AT1G62590",2,3,1,1,1,2,1,0,2,1,0,19,19,FALSE,FALSE,FALSE
"8L16D","AT1G62670",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G62680",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G62720",2,3,0,0,0,0,0,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G62910",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G62930",2,3,0,0,0,0,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G63070",2,3,0,0,0,0,0,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G63080",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G63130",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G63150",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G63320",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G63330",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G63400",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G64100",2,3,0,0,0,0,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G64310",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G64430",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G64580",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G66345",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G68930",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G68980",2,3,0,1,0,0,1,0,1,1,0,0.999999999999999,NA,FALSE,FALSE,FALSE
"8L16D","AT1G69290",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G69350",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G71060",2,3,0,0,0,1,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G71210",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G71420",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G71490",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G73400",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G73710",2,3,1,1,1,1,1,0,1,1,0,10,10,FALSE,FALSE,FALSE
"8L16D","AT1G74400",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G74580",2,3,0,0,0,0,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G74600",2,3,0,0,0,0,1,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G74630",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G74750",2,3,1,1,1,1,1,0,1,2,0,19,19,FALSE,FALSE,FALSE
"8L16D","AT1G74850",2,3,0,1,0,0,0,0,1,1,0,12,NA,FALSE,FALSE,FALSE
"8L16D","AT1G74900",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G76280",2,3,0,0,0,0,1,0,0,2,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G77010",2,3,0,0,0,0,0,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G77170",2,3,0,0,0,1,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G77340",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G77360",2,3,0,1,0,1,0,0,1,1,0,18,NA,FALSE,FALSE,FALSE
"8L16D","AT1G77405",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G79080",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G79490",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G79540",2,3,0,0,0,0,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G80150",2,3,0,0,0,0,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G80270",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT1G80880",2,3,0,0,0,1,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G01360",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G01390",2,3,0,0,0,0,0,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G01510",2,3,0,0,0,0,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G01740",2,3,0,0,0,0,0,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G01860",2,3,0,0,0,1,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G02150",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G02750",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G02980",2,3,0,0,0,0,0,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G03380",2,3,1,1,1,1,1,0,1,2,0,12,12,FALSE,FALSE,FALSE
"8L16D","AT2G03880",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G04860",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G06000",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G13420",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G13600",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G15630",2,3,0,1,0,0,0,0,1,2,0,18,NA,FALSE,FALSE,FALSE
"8L16D","AT2G15690",2,3,1,1,1,1,1,0,1,1,0,8,8,FALSE,FALSE,FALSE
"8L16D","AT2G15820",2,3,1,1,1,1,1,0,1,1,0,11,11,FALSE,FALSE,FALSE
"8L16D","AT2G15980",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G16650",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G16880",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G17033",2,3,0,0,0,0,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G17140",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G17210",2,3,0,0,0,0,1,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G17525",2,3,0,0,0,1,0,0,2,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G17670",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G18520",2,3,0,0,0,0,0,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G18940",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G19280",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G20540",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G20710",2,3,0,1,0,0,1,0,1,1,0,10,NA,FALSE,FALSE,FALSE
"8L16D","AT2G21090",2,3,1,1,1,1,1,0,1,1,0,19,19,FALSE,FALSE,FALSE
"8L16D","AT2G22070",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G22410",2,3,1,1,1,1,1,0,1,1,0,14,14,FALSE,FALSE,FALSE
"8L16D","AT2G25580",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G25930",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G26790",2,3,0,1,0,0,1,0,1,1,0,2,NA,FALSE,FALSE,FALSE
"8L16D","AT2G27610",2,3,0,0,0,0,0,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G27800",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G28050",2,3,0,0,0,0,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G29760",2,3,0,1,0,0,1,0,1,1,0,16,NA,FALSE,FALSE,FALSE
"8L16D","AT2G30100",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G30780",2,3,0,0,0,1,0,0,2,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G31400",2,3,0,0,0,1,0,0,1,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G32230",2,3,1,1,1,1,1,0,2,1,0,11,11,FALSE,FALSE,FALSE
"8L16D","AT2G32630",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G33680",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G33760",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G34370",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G34400",2,3,0,0,0,0,0,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G35030",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G35130",2,3,0,0,0,1,0,0,2,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G36240",2,3,1,1,1,1,1,0,1,1,0,11,11,FALSE,FALSE,FALSE
"8L16D","AT2G36730",2,3,0,0,0,0,1,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G36980",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G37230",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G37310",2,3,0,0,0,0,1,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G37320",2,3,0,0,0,0,1,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G38420",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G39230",2,3,0,0,0,1,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G39620",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G40080",2,3,1,1,1,2,1,0,2,1,0,10,10,FALSE,FALSE,FALSE
"8L16D","AT2G40240",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G40720",2,3,0,0,0,1,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G41080",2,3,0,0,0,1,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G42920",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G44880",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G45350",2,3,1,1,1,1,1,0,1,1,0,11,11,FALSE,FALSE,FALSE
"8L16D","AT2G46050",2,3,0,0,0,0,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT2G48000",2,3,0,0,0,1,0,0,2,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G01580",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G02010",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G02330",2,3,0,0,0,0,1,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G02490",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G02650",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G03580",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G04130",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G04750",2,3,0,0,0,1,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G04760",2,3,0,1,0,1,0,0,1,1,0,16,NA,FALSE,FALSE,FALSE
"8L16D","AT3G05240",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G06920",2,3,1,1,1,2,1,0,2,1,0,16,16,FALSE,FALSE,FALSE
"8L16D","AT3G07290",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G08820",2,3,0,0,0,0,0,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G09040",2,3,0,1,0,1,1,0,2,1,0,18,NA,FALSE,FALSE,FALSE
"8L16D","AT3G09060",2,3,0,0,0,0,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G09650",2,3,0,0,0,1,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G11460",2,3,1,1,1,1,1,0,1,1,0,15,15,FALSE,FALSE,FALSE
"8L16D","AT3G12770",2,3,1,1,1,1,1,0,1,1,0,12,12,FALSE,FALSE,FALSE
"8L16D","AT3G13150",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G13160",2,3,0,1,0,0,1,0,1,2,0,18,NA,FALSE,FALSE,FALSE
"8L16D","AT3G13770",2,3,0,1,0,0,1,0,1,1,0,19,NA,FALSE,FALSE,FALSE
"8L16D","AT3G13880",2,3,0,0,0,1,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G14330",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G14580",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G14730",2,3,0,1,0,1,0,0,1,1,0,23,NA,FALSE,FALSE,FALSE
"8L16D","AT3G15130",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G15200",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G15590",2,3,1,1,1,1,1,0,2,1,0,19,19,FALSE,FALSE,FALSE
"8L16D","AT3G15930",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G16010",2,3,0,0,0,1,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G16610",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G16710",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G16890",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G18020",2,3,0,0,0,0,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G18110",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G18840",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G18970",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G20730",2,3,0,0,0,0,1,0,0,2,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G21470",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G22150",2,3,1,1,1,1,1,0,1,1,0,11,11,FALSE,FALSE,FALSE
"8L16D","AT3G22470",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G22670",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G22690",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G23020",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G23330",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G24000",2,3,0,1,0,2,0,0,2,2,0,0.999999999999999,NA,FALSE,FALSE,FALSE
"8L16D","AT3G25060",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G25210",2,3,0,0,0,1,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G25970",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G26540",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G26630",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G26782",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G27750",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G28640",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G28660",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G29230",2,3,0,0,0,1,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G29290",2,3,0,1,0,1,0,0,2,1,0,8,NA,FALSE,FALSE,FALSE
"8L16D","AT3G42630",2,3,0,1,0,1,0,0,2,1,0,17,NA,FALSE,FALSE,FALSE
"8L16D","AT3G46610",2,3,0,0,0,0,1,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G46640",2,3,0,1,0,2,0,0,2,1,0,12,NA,FALSE,FALSE,FALSE
"8L16D","AT3G46790",2,3,0,0,0,0,0,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G46870",2,3,0,0,0,1,0,0,1,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G47530",2,3,0,0,0,0,0,0,0,3,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G47840",2,3,1,1,1,1,1,0,1,1,0,18,18,FALSE,FALSE,FALSE
"8L16D","AT3G48250",2,3,0,1,0,0,0,0,1,1,0,14,NA,FALSE,FALSE,FALSE
"8L16D","AT3G48810",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G49140",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G49170",2,3,0,0,0,0,0,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G49240",2,3,1,1,1,1,1,0,1,1,0,11,11,FALSE,FALSE,FALSE
"8L16D","AT3G49710",2,3,0,1,0,1,0,0,1,2,0,2,NA,FALSE,FALSE,FALSE
"8L16D","AT3G49730",2,3,0,0,0,0,1,0,0,1,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G49740",2,3,0,0,0,0,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G50420",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G51320",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G53170",2,3,0,1,0,2,0,0,2,1,0,12,NA,FALSE,FALSE,FALSE
"8L16D","AT3G53360",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G53700",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G54500",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G54980",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G56030",2,3,0,1,0,0,1,0,1,1,0,10,NA,FALSE,FALSE,FALSE
"8L16D","AT3G56550",2,3,0,0,0,2,0,0,2,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G57430",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G58590",2,3,0,0,0,0,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G59040",2,3,0,0,0,1,0,0,1,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G60050",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
"8L16D","AT3G60960",2,3,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,FALSE
