"AGI","status"
"AT5G13770","robust"
"AT1G19720","candidate"
"AT2G01860","candidate"
"AT2G18940","candidate"
"AT2G36240","candidate"
"AT2G40720","candidate"
"AT3G18110","candidate"
"AT3G60960","candidate"
"AT4G04370","candidate"
"AT4G19440","candidate"
"AT5G02860","candidate"
"AT5G11310","candidate"
